reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,normalized,tokens,tokens_no_stopword,stemmed,clean_text,sentiment
f45db2da-f7cc-4875-adfb-132f8bcc3b5e,John Evert,https://play-lh.googleusercontent.com/a-/ALV-UjVv0beYD2HNaGADq_bDvCpwWNFv2OxufjakW2pBZbbzXsWFOADyQg,"aplikasi nya ga danta,ribet banget ngisi datanya di suruh masukin pin pake huruf angka simbol,giliran mo log in cuma 6 kotak pengisian",1,0,4.6.8,2025-03-21 02:58:44,"Hai, Sobat John. Mohon maaf atas ketidaknyamanan yang dialami. Mimin sampaikan aplikasi MyPertamina dan Subsidi Tepat adalah dua hal yang berbeda. Untuk login menggunakan Aplikasi MyPertamina hanya menggunakan pin ya Sob. Tks.-Hanny PCC135",2025-03-21 06:24:26,4.6.8,aplikasi nya ga dantaribet banget ngisi datanya di suruh masukin pin pake huruf angka simbolgiliran mo log in cuma kotak pengisian,"['aplikasi', 'nya', 'ga', 'dantaribet', 'banget', 'ngisi', 'datanya', 'di', 'suruh', 'masukin', 'pin', 'pake', 'huruf', 'angka', 'simbolgiliran', 'mo', 'log', 'in', 'cuma', 'kotak', 'pengisian']","['aplikasi', 'nya', 'ga', 'dantaribet', 'banget', 'ngisi', 'datanya', 'suruh', 'masukin', 'pin', 'pake', 'huruf', 'angka', 'simbolgiliran', 'mo', 'log', 'in', 'cuma', 'kotak', 'pengisian']","['aplikas', 'nya', 'ga', 'dantaribet', 'banget', 'ngis', 'data', 'suruh', 'masukin', 'pin', 'pake', 'huruf', 'angka', 'simbolgilir', 'mo', 'log', 'in', 'cuma', 'kotak', 'isi']",aplikas nya ga dantaribet banget ngis data suruh masukin pin pake huruf angka simbolgilir mo log in cuma kotak isi,negatif
fb97f9b9-530c-409f-9600-2817759bf0eb,Yanu Wicahyo,https://play-lh.googleusercontent.com/a-/ALV-UjUsrMqpZZUjIxDLrIkO1nANFx7xRKP1pu4seeJQgcNfkBmFttV_,say no korupsi,3,0,4.6.7,2025-03-21 02:17:09,,,4.6.7,say no korupsi,"['say', 'no', 'korupsi']","['say', 'no', 'korupsi']","['say', 'no', 'korups']",say no korups,netral
ca7e4509-122e-49b1-b1ce-0b1d3de4891f,dwi Ajidaya,https://play-lh.googleusercontent.com/a/ACg8ocK4_W6A6ldPxP8pQ67T992IHS-tXz5G1gc8A88GabBhuHi7DA=mo,oke,5,0,4.6.7,2025-03-21 01:23:03,"Hai, Sobat Dwi. Terimakasih telah menggunakan aplikasi MyPertamina. Dukung terus Pertamina agar kedepannya lebih baik. Tks.-Hanny PCC135",2025-03-21 06:27:17,4.6.7,oke,['oke'],['oke'],['oke'],oke,netral
43b20399-94d5-40fe-958f-5cf4b907a05c,Moch Abdul,https://play-lh.googleusercontent.com/a-/ALV-UjW8gxXlcYSsfg0Xc5btdhh3i0B2d_m0pT1ypRnMZjl0zWVrzDKr,"kebijakan minimal transaksi 50k seakan akan nolak secara halus, biasa 30k fulltank diminta minimal 50k, mending sekalian aja dari awal ga menyediakan pake non tunai",3,0,4.6.8,2025-03-21 00:11:59,,,4.6.8,kebijakan minimal transaksi k seakan akan nolak secara halus biasa k fulltank diminta minimal k mending sekalian aja dari awal ga menyediakan pake non tunai,"['kebijakan', 'minimal', 'transaksi', 'k', 'seakan', 'akan', 'nolak', 'secara', 'halus', 'biasa', 'k', 'fulltank', 'diminta', 'minimal', 'k', 'mending', 'sekalian', 'aja', 'dari', 'awal', 'ga', 'menyediakan', 'pake', 'non', 'tunai']","['kebijakan', 'minimal', 'transaksi', 'k', 'seakan', 'nolak', 'secara', 'halus', 'biasa', 'k', 'fulltank', 'diminta', 'minimal', 'k', 'mending', 'sekalian', 'aja', 'awal', 'ga', 'menyediakan', 'pake', 'non', 'tunai']","['bija', 'minimal', 'transaks', 'k', 'a', 'nolak', 'cara', 'halus', 'biasa', 'k', 'fulltank', 'minta', 'minimal', 'k', 'ding', 'kali', 'aja', 'awal', 'ga', 'edia', 'pake', 'non', 'tuna']",bija minimal transaks k a nolak cara halus biasa k fulltank minta minimal k ding kali aja awal ga edia pake non tuna,netral
ada1d7a6-73d1-4d55-ab6b-e4bcb6ec8f09,Wardex Aiya,https://play-lh.googleusercontent.com/a-/ALV-UjWSoTJyc1mVCQs4n1bG307VEzJFTdD6Ru9aCM-cQdb73v6GsDZa,mantap sangat membantu,5,0,4.6.8,2025-03-20 21:54:31,"Hai, Sobat Wardex. Terimakasih telah menggunakan aplikasi MyPertamina. Dukung terus Pertamina agar kedepannya lebih baik. Tks.-Hanny PCC135",2025-03-21 06:33:36,4.6.8,mantap sangat membantu,"['mantap', 'sangat', 'membantu']","['mantap', 'sangat', 'membantu']","['mantap', 'sangat', 'bantu']",mantap sangat bantu,positif
3135822f-5d4c-49fb-ad75-a3239e4e55e5,Asfin Cell,https://play-lh.googleusercontent.com/a/ACg8ocLRj1hHMwmSLeGiCmN4a6inbkL0DmslxR41ISocXaKq_biuAg=mo,kenapa bikin barcode gak bisa padahal data sudah sesuai,3,0,4.6.8,2025-03-20 21:25:03,"Hai, Sobat Asfin. Mohon maaf atas ketidaknyamanan yang dialami. Mimin membutuhkan data pendukung agar Mimin bisa memberikan solusi dengan tepat. Mengenai kendala tersebut, silakan sampaikan melalui sosial media Pertamina Call Center 135 seperti Instagram @pertamina.135 agar dibantu pengecekan. Tks.-Hanny PCC135",2025-03-21 06:35:31,4.6.8,kenapa bikin barcode gak bisa padahal data sudah sesuai,"['kenapa', 'bikin', 'barcode', 'gak', 'bisa', 'padahal', 'data', 'sudah', 'sesuai']","['kenapa', 'bikin', 'barcode', 'gak', 'padahal', 'data', 'sesuai']","['napa', 'bikin', 'barcode', 'gak', 'padahal', 'data', 'sua']",napa bikin barcode gak padahal data sua,negatif
df74e024-7a06-4161-a048-ff94d6a3bf58,Nasrul Nasrullah,https://play-lh.googleusercontent.com/a-/ALV-UjWiXPejE24apcg1fgUsGYteRi2BnZKjh22vA8BBVTiv62cGC0S-,"kesulitan untuk mendaftar subsidi tepat,sudah coba daftar online berulang kali masih ajja sulit untuk login,semua data padahal sudah sesuai ,tapi masih ajja sulit untuk login",1,0,,2025-03-20 20:18:41,"Hai, Sobat Nasrul. Mohon maaf atas ketidaknyamanan yang dialami. Mimin membutuhkan data pendukung agar Mimin bisa memberikan solusi dengan tepat. Mengenai kendala tersebut, silakan sampaikan melalui sosial media Pertamina Call Center 135 seperti Instagram @pertamina.135 agar dibantu pengecekan. Tks.-Hanny PCC135",2025-03-21 06:37:40,,kesulitan untuk mendaftar subsidi tepatsudah coba daftar online berulang kali masih ajja sulit untuk loginsemua data padahal sudah sesuai tapi masih ajja sulit untuk login,"['kesulitan', 'untuk', 'mendaftar', 'subsidi', 'tepatsudah', 'coba', 'daftar', 'online', 'berulang', 'kali', 'masih', 'ajja', 'sulit', 'untuk', 'loginsemua', 'data', 'padahal', 'sudah', 'sesuai', 'tapi', 'masih', 'ajja', 'sulit', 'untuk', 'login']","['kesulitan', 'mendaftar', 'subsidi', 'tepatsudah', 'coba', 'daftar', 'online', 'berulang', 'kali', 'ajja', 'sulit', 'loginsemua', 'data', 'padahal', 'sesuai', 'tapi', 'ajja', 'sulit', 'login']","['sulit', 'daftar', 'subsid', 'tepatsudah', 'coba', 'daftar', 'online', 'ulang', 'kal', 'ajja', 'sulit', 'loginsemua', 'data', 'padahal', 'sua', 'tap', 'ajja', 'sulit', 'login']",sulit daftar subsid tepatsudah coba daftar online ulang kal ajja sulit loginsemua data padahal sua tap ajja sulit login,negatif
9bc433b6-a63f-4583-80e3-f39f5af02ef5,Riwandi wandi,https://play-lh.googleusercontent.com/a/ACg8ocLEf-L2GKFKSrP3eurUf8opguGwg0mlcozapI021J8ydFwwXg=mo,"my Pertamina bikin ribet BBM di SPBU sering kosong, maksud saya begini, saya seorang supir ambulance yang di tuntut gerak cepat dalam menyelamatkan nyawa seseorang pasien dari desa ke rumah sakit sedangkan operasionalnya atau tidak ada hanya mengandalkan kluarga pasien yang ala kadarnya.bisa tidak seperti barcode itu di buatkan dari my Pertamina dengan mengirimkan no kendaraan ambulance tersebut trimakasih mohon penjelasannya.",3,0,,2025-03-20 17:53:10,"Hai, Sobat Riwandi. Mohon maaf atas ketidaknyamanan yang dialami. Apakah yang Sobat maksud terkait Subsidi Tepat atau pendaftaran MyPertamina ? Jika benar, Mimin membutuhkan data pendukung untuk mensolusikannya, silakan sampaikan melalui sosial media Pertamina Call Center 135 seperti Instagram @pertamina.135. Tks.-Adi PCC135",2025-03-20 03:01:24,,my pertamina bikin ribet bbm di spbu sering kosong maksud saya begini saya seorang supir ambulance yang di tuntut gerak cepat dalam menyelamatkan nyawa seseorang pasien dari desa ke rumah sakit sedangkan operasionalnya atau tidak ada hanya mengandalkan kluarga pasien yang ala kadarnyabisa tidak seperti barcode itu di buatkan dari my pertamina dengan mengirimkan no kendaraan ambulance tersebut trimakasih mohon penjelasannya,"['my', 'pertamina', 'bikin', 'ribet', 'bbm', 'di', 'spbu', 'sering', 'kosong', 'maksud', 'saya', 'begini', 'saya', 'seorang', 'supir', 'ambulance', 'yang', 'di', 'tuntut', 'gerak', 'cepat', 'dalam', 'menyelamatkan', 'nyawa', 'seseorang', 'pasien', 'dari', 'desa', 'ke', 'rumah', 'sakit', 'sedangkan', 'operasionalnya', 'atau', 'tidak', 'ada', 'hanya', 'mengandalkan', 'kluarga', 'pasien', 'yang', 'ala', 'kadarnyabisa', 'tidak', 'seperti', 'barcode', 'itu', 'di', 'buatkan', 'dari', 'my', 'pertamina', 'dengan', 'mengirimkan', 'no', 'kendaraan', 'ambulance', 'tersebut', 'trimakasih', 'mohon', 'penjelasannya']","['my', 'pertamina', 'bikin', 'ribet', 'bbm', 'spbu', 'sering', 'kosong', 'maksud', 'begini', 'seorang', 'supir', 'ambulance', 'tuntut', 'gerak', 'cepat', 'dalam', 'menyelamatkan', 'nyawa', 'seseorang', 'pasien', 'desa', 'rumah', 'sakit', 'sedangkan', 'operasionalnya', 'ada', 'hanya', 'mengandalkan', 'kluarga', 'pasien', 'ala', 'kadarnyabisa', 'seperti', 'barcode', 'buatkan', 'my', 'pertamina', 'mengirimkan', 'no', 'kendaraan', 'ambulance', 'tersebut', 'trimakasih', 'mohon', 'penjelasannya']","['my', 'pertamina', 'bikin', 'ribet', 'bbm', 'spbu', 'ring', 'kosong', 'maksud', 'begin', 'orang', 'supir', 'ambulance', 'tuntut', 'gerak', 'cepat', 'dalam', 'elamat', 'nyawa', 'seorang', 'pasien', 'desa', 'rumah', 'sakit', 'dang', 'operasional', 'ada', 'ha', 'andal', 'kluarga', 'pasien', 'ala', 'kadarnyabisa', 'pert', 'barcode', 'buat', 'my', 'pertamina', 'irim', 'no', 'ndara', 'ambulance', 'sebut', 'trimakasih', 'mohon', 'jelasan']",my pertamina bikin ribet bbm spbu ring kosong maksud begin orang supir ambulance tuntut gerak cepat dalam elamat nyawa seorang pasien desa rumah sakit dang operasional ada ha andal kluarga pasien ala kadarnyabisa pert barcode buat my pertamina irim no ndara ambulance sebut trimakasih mohon jelasan,negatif
00a678f3-f27a-4eda-b890-fc8beb1321fc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kode QR y GK keluar terus,4,0,,2025-03-20 17:42:39,"Hai, Sobat Surkaya. Mimin sampaikan selain menggunakan aplikasi untuk unduh (download) kode QR, bisa juga melalui website subsiditepat.mypertamina.id/ dengan cara login menggunakan NIK dan password terdaftar. Setelah berhasil login, pada tampilan awal akan muncul informasi kode QR yang didaftarkan. Tks.-Hanny PCC135",2025-03-21 06:42:06,,kode qr y gk keluar terus,"['kode', 'qr', 'y', 'gk', 'keluar', 'terus']","['kode', 'qr', 'y', 'gk', 'keluar']","['kode', 'qr', 'y', 'gk', 'luar']",kode qr y gk luar,netral
60cbb3e6-2465-466d-9ad2-ffe9211c40b8,M Riyadi,https://play-lh.googleusercontent.com/a-/ALV-UjXFCU8yjX6SGJR15cDRln_nPVDE7nqvlMNnRTGzpkZfe4JXYws,tolong dong di permudah proses pembuatan barcode mobilnya,5,0,4.6.8,2025-03-20 15:30:26,"Hai, Sobat Riyadi. Mohon maaf atas ketidaknyamanannya dan terimakasih atas saran dan masukan yang disampaikan ya. Kami akan terus berupaya melakukan perbaikan secara pelayanan dan sistem aplikasi. Dukung terus Pertamina agar kedepannya lebih baik. Tks.-Hanny PCC135",2025-03-21 06:44:54,4.6.8,tolong dong di permudah proses pembuatan barcode mobilnya,"['tolong', 'dong', 'di', 'permudah', 'proses', 'pembuatan', 'barcode', 'mobilnya']","['tolong', 'dong', 'permudah', 'proses', 'pembuatan', 'barcode', 'mobilnya']","['tolong', 'dong', 'permudah', 'proses', 'buat', 'barcode', 'mobil']",tolong dong permudah proses buat barcode mobil,netral
13301d1e-0a8e-439d-b18c-a99b08c5d123,Arif Tri Harjuno,https://play-lh.googleusercontent.com/a-/ALV-UjWn4bOVGPsc41ltVY5LVIS6jq0WnH7UJlvQQuiIbkYJOIudH2E,👍👍👍,5,0,4.6.6,2025-03-20 15:15:30,"Hai, Sobat Arif. Terimakasih telah menggunakan aplikasi MyPertamina. Dukung terus Pertamina agar kedepannya lebih baik. Tks.-Hanny PCC135",2025-03-21 06:46:58,4.6.6,,[],[],[],,netral
6e89acfd-41a9-4d29-836b-9495f2fe5798,LUDY SUPRIADI,https://play-lh.googleusercontent.com/a-/ALV-UjUQSBV0ruopqQeH-hGtwWfEjk6TrmPWopY7Ifhm3ypjtfX1rr6d,"makin nggak jelas n aplikasi, sudah tidak bisa digunakan ngak Jelas",1,0,4.6.8,2025-03-20 13:55:45,,,4.6.8,makin nggak jelas n aplikasi sudah tidak bisa digunakan ngak jelas,"['makin', 'nggak', 'jelas', 'n', 'aplikasi', 'sudah', 'tidak', 'bisa', 'digunakan', 'ngak', 'jelas']","['makin', 'nggak', 'jelas', 'n', 'aplikasi', 'digunakan', 'ngak', 'jelas']","['makin', 'nggak', 'jelas', 'n', 'aplikas', 'guna', 'ngak', 'jelas']",makin nggak jelas n aplikas guna ngak jelas,negatif
2d14fcd9-db77-4c98-b8b2-c2dc9052f37f,I nyoman Anggatara,https://play-lh.googleusercontent.com/a-/ALV-UjVOUy1xZCpXn-VOiHUjIdNqlDu3Aatfy7nMWLs0vDhXed9iE-I,terlalu sering uptude,1,0,4.6.7,2025-03-20 10:39:45,,,4.6.7,terlalu sering uptude,"['terlalu', 'sering', 'uptude']","['terlalu', 'sering', 'uptude']","['lalu', 'ring', 'uptude']",lalu ring uptude,netral
e0d153b3-73b4-4791-9454-2c738b284ab5,Kus Kusnaedi,https://play-lh.googleusercontent.com/a/ACg8ocLN3doQxq8sgkgILQVgzP0mGqAPuM1Ffk-ktNjcpC_vsBSgxQ=mo,oky,5,0,4.6.8,2025-03-20 10:16:35,"Hai, Sobat Kus. Terimakasih telah menggunakan aplikasi MyPertamina. Dukung terus Pertamina agar kedepannya lebih baik. Tks.-Hanny PCC135",2025-03-21 06:49:01,4.6.8,oky,['oky'],['oky'],['oky'],oky,netral
c64795d5-619e-42b7-b06c-3972ace97e9c,uphi mandar,https://play-lh.googleusercontent.com/a-/ALV-UjVSuoe3F8Qq59gGmjE-BaiE7PSxZxZvnra9wFFCAT9NzYOMVE0y,baik,5,0,,2025-03-20 09:32:11,"Hai, Sobat Uphi. Terimakasih telah menggunakan aplikasi MyPertamina. Dukung terus Pertamina agar kedepannya lebih baik. Tks.-Hanny PCC135",2025-03-21 06:50:48,,baik,['baik'],['baik'],['baik'],baik,netral
3533cb91-eeb2-49f3-8c7b-f0d87f5b9a1d,Imam Bukhori,https://play-lh.googleusercontent.com/a-/ALV-UjWkGkx50SBSRGHHbUW_90O4Rws73h9sZG_K7qHROP6xLONLrQ3ZIg,"Aplikasi BUMN Atas nama negara tetapi pelayanan sangat kotor, mulai atas hingga bawah... BUMN yang menyekik rakyat......",1,0,4.6.8,2025-03-20 08:01:31,,,4.6.8,aplikasi bumn atas nama negara tetapi pelayanan sangat kotor mulai atas hingga bawah bumn yang menyekik rakyat,"['aplikasi', 'bumn', 'atas', 'nama', 'negara', 'tetapi', 'pelayanan', 'sangat', 'kotor', 'mulai', 'atas', 'hingga', 'bawah', 'bumn', 'yang', 'menyekik', 'rakyat']","['aplikasi', 'bumn', 'atas', 'nama', 'negara', 'tetapi', 'pelayanan', 'sangat', 'kotor', 'mulai', 'atas', 'hingga', 'bawah', 'bumn', 'menyekik', 'rakyat']","['aplikas', 'bumn', 'atas', 'nama', 'negara', 'tetap', 'pelayan', 'sangat', 'kotor', 'mula', 'atas', 'hingga', 'bawah', 'bumn', 'ekik', 'rakyat']",aplikas bumn atas nama negara tetap pelayan sangat kotor mula atas hingga bawah bumn ekik rakyat,netral
fc0c3aeb-5da9-48de-b149-c4c848ef37f5,Supri Yatno,https://play-lh.googleusercontent.com/a/ACg8ocLJh6mvrN4KKT-ZD7GGuP4VVRuyUseIdBuW6hb-4rGpiSlQeg=mo,"karena ganti plat nomor, maka ganti borkot.",5,0,3.7.7,2025-03-20 06:51:41,,,3.7.7,karena ganti plat nomor maka ganti borkot,"['karena', 'ganti', 'plat', 'nomor', 'maka', 'ganti', 'borkot']","['karena', 'ganti', 'plat', 'nomor', 'maka', 'ganti', 'borkot']","['karena', 'gant', 'plat', 'nomor', 'maka', 'gant', 'borkot']",karena gant plat nomor maka gant borkot,netral
4c814de2-1006-488a-9055-33ad740c4ff0,Ikhsan Affandi,https://play-lh.googleusercontent.com/a-/ALV-UjUIKnjY-afei51LVVjoDGMb_Njl3X1fUKPoyITjrW8uWyLk8Bvv,"aplikasi ngehang,gajelas,mau daftar su persulit",1,0,4.6.8,2025-03-20 06:48:16,"Hai, Sobat Ikhsan. Mohon maaf atas ketidaknyamanannya. Mimin membutuhkan data pendukung untuk mensolusikannya, silakan sampaikan melalui sosial media Pertamina Call Center 135 seperti Instagram @pertamina.135 . Tks.-Tata PCC 135
",2025-03-22 07:59:34,4.6.8,aplikasi ngehanggajelasmau daftar su persulit,"['aplikasi', 'ngehanggajelasmau', 'daftar', 'su', 'persulit']","['aplikasi', 'ngehanggajelasmau', 'daftar', 'su', 'persulit']","['aplikas', 'ngehanggajelasmau', 'daftar', 'su', 'persulit']",aplikas ngehanggajelasmau daftar su persulit,negatif
5d79c262-7b87-4d0f-812c-c90390bcf5c7,ferdian syah,https://play-lh.googleusercontent.com/a-/ALV-UjUTUSZ7Dbj15fWj7_CVw5cqYNPFzs-2jQzV5Uw0nBXqsGiAnjdqBA,"kalo anggaran di korup ya gini, aplikasinya cacat",1,0,4.6.8,2025-03-20 06:41:33,,,4.6.8,kalo anggaran di korup ya gini aplikasinya cacat,"['kalo', 'anggaran', 'di', 'korup', 'ya', 'gini', 'aplikasinya', 'cacat']","['kalo', 'anggaran', 'korup', 'ya', 'gini', 'aplikasinya', 'cacat']","['kalo', 'anggar', 'korup', 'ya', 'gin', 'aplikasi', 'cacat']",kalo anggar korup ya gin aplikasi cacat,negatif
44ab4775-2977-475e-b4a0-7b38d722f038,Taswin Syah,https://play-lh.googleusercontent.com/a/ACg8ocKco55Ro9v3GUJcZfdCbyVIf29MRePqM1Iwv1aHKYVaQ_Uijg=mo,good,5,0,4.6.6,2025-03-20 04:53:14,"Hai, Sobat Taswin. Terimakasih telah menggunakan aplikasi MyPertamina. Dukung terus Pertamina agar kedepannya lebih baik. Tks.-Hanny PCC135",2025-03-20 06:04:40,4.6.6,good,['good'],['good'],['good'],good,netral
327c8fd9-a518-46df-851b-5c6e5ae408cc,djenal,https://play-lh.googleusercontent.com/a/ACg8ocJeQA8CvZ139MRU-NPpBL76Kbj8giqYQUWdqHy5q5b80JwKJA=mo,sering error,3,0,,2025-03-20 04:38:24,"Hai, Sobat Djenal. Mimin sarankan silakan coba clear cache aplikasi, lakukan restart handphone kemudian bisa mencoba login kembali dan pastikan jaringan stabil. Jika masih berkendala, silakan sampaikan melalui sosial media Pertamina Call Center 135 seperti Instagram @pertamina.135 agar dibantu pengecekan. Tks.-Hanny PCC135",2025-03-20 06:07:33,,sering error,"['sering', 'error']","['sering', 'error']","['ring', 'error']",ring error,negatif
80a07a2f-802c-48bb-aa07-8f18916473bb,sugianto trisno,https://play-lh.googleusercontent.com/a/ACg8ocL8_CzjY7zQoVFjNazVo4ccfYkVQKoOYaiTCxiKaVo-fYUBEQ=mo,pertamina ok deh,5,0,4.6.7,2025-03-20 04:34:09,"Hai, Sobat Sugianto. Terimakasih telah menggunakan aplikasi MyPertamina. Dukung terus Pertamina agar kedepannya lebih baik. Tks.-Hanny PCC135",2025-03-20 06:09:35,4.6.7,pertamina ok deh,"['pertamina', 'ok', 'deh']","['pertamina', 'ok', 'deh']","['pertamina', 'ok', 'deh']",pertamina ok deh,netral
bd82b6e8-b4f3-4daf-bf7e-528d7b826c87,Usman ali Kanyink79,https://play-lh.googleusercontent.com/a/ACg8ocIp9b2pPkfo3cUMfNwHBGkPNDowZZGdW0RNzWQXUe8ZbkR0uoR-=mo,ok,5,0,4.6.8,2025-03-20 03:57:16,"Hai, Sobat Usman. Terimakasih telah menggunakan aplikasi MyPertamina. Dukung terus Pertamina agar kedepannya lebih baik. Tks.-Hanny PCC135",2025-03-20 06:11:14,4.6.8,ok,['ok'],['ok'],['ok'],ok,netral
699c0158-6bdf-4e3a-a350-e6ae8b7d9769,Margaretha Intan,https://play-lh.googleusercontent.com/a-/ALV-UjVWnzT3BaNon8dhA46zfLPH9lahm6_43KHeSM3M8LeCC9YteUeY,pas update kok malah eror apknya mau upload foto gak bisa2 malah kembali ke halaman awal. Tolong dong diperbaiki lagi!,1,0,4.6.8,2025-03-20 03:55:57,"Hai, Sobat Margaretha. Mimin sarankan silakan coba clear cache aplikasi, lakukan restart handphone kemudian bisa mencoba daftar kembali dan pastikan jaringan stabil. Jika masih berkendala, silakan sampaikan melalui sosial media Pertamina Call Center 135 seperti Instagram @pertamina.135 agar dibantu pengecekan. Tks.-Hanny PCC135",2025-03-20 06:13:30,4.6.8,pas update kok malah eror apknya mau upload foto gak bisa malah kembali ke halaman awal tolong dong diperbaiki lagi,"['pas', 'update', 'kok', 'malah', 'eror', 'apknya', 'mau', 'upload', 'foto', 'gak', 'bisa', 'malah', 'kembali', 'ke', 'halaman', 'awal', 'tolong', 'dong', 'diperbaiki', 'lagi']","['pas', 'update', 'kok', 'malah', 'eror', 'apknya', 'mau', 'upload', 'foto', 'gak', 'malah', 'kembali', 'halaman', 'awal', 'tolong', 'dong', 'diperbaiki', 'lagi']","['pas', 'update', 'kok', 'ma', 'eror', 'apk', 'mau', 'upload', 'foto', 'gak', 'ma', 'mbal', 'halam', 'awal', 'tolong', 'dong', 'perbaik', 'lag']",pas update kok ma eror apk mau upload foto gak ma mbal halam awal tolong dong perbaik lag,negatif
be35cc7b-d3a1-494f-bc83-15a5c4b837a4,Ahmad Saroni,https://play-lh.googleusercontent.com/a-/ALV-UjVv4OvhViT29CgAAmetsgjW6j0quy-Kdn6j-dYYBO76piCyhMCe,mohon di sediakan rekording di aplikasi setiap ngisi bahan bakar. termikasih,5,0,4.6.8,2025-03-20 03:50:16,"Hai, Sobat Ahmad. Terimakasih atas saran dan masukan yang disampaikan ya. Mimin informaikan, jika Sobat melakukan pembelian BBM Subsidi menggunakan kode QR dari pendaftaran Subsidi Tepat, untuk riwayat pembelian akan muncul di akun Subsidi Tepat pada menu riwayat transaksi. Tks.-Hanny PCC135",2025-03-20 06:16:32,4.6.8,mohon di sediakan rekording di aplikasi setiap ngisi bahan bakar termikasih,"['mohon', 'di', 'sediakan', 'rekording', 'di', 'aplikasi', 'setiap', 'ngisi', 'bahan', 'bakar', 'termikasih']","['mohon', 'sediakan', 'rekording', 'aplikasi', 'setiap', 'ngisi', 'bahan', 'bakar', 'termikasih']","['mohon', 'dia', 'rekording', 'aplikas', 'tiap', 'ngis', 'bah', 'bakar', 'mikasih']",mohon dia rekording aplikas tiap ngis bah bakar mikasih,netral
a5e12a6b-f9d3-4de0-8304-46dcaa312145,sudadi suryo,https://play-lh.googleusercontent.com/a/ACg8ocJabvP0i0rTmyigpJAguQOYfP8y5Alrzr8juI79Ta_99Vr4CA=mo,"cuma sy sampe skrg blm bethasil bikin barcode pertalite , tdi sy coba lewat gogle chrome juga blm ada tnda2 berhasil.",5,0,4.6.7,2025-03-20 03:18:35,"Hai, Sobat Sudadi. Mimin membutuhkan data pendukung agar Mimin bisa memberikan solusi dengan tepat. Mengenai kendala tersebut, silakan sampaikan melalui sosial media Pertamina Call Center 135 seperti Instagram @pertamina.135 agar dibantu pengecekan. Tks.-Hanny PCC135",2025-03-20 06:19:28,4.6.7,cuma sy sampe skrg blm bethasil bikin barcode pertalite tdi sy coba lewat gogle chrome juga blm ada tnda berhasil,"['cuma', 'sy', 'sampe', 'skrg', 'blm', 'bethasil', 'bikin', 'barcode', 'pertalite', 'tdi', 'sy', 'coba', 'lewat', 'gogle', 'chrome', 'juga', 'blm', 'ada', 'tnda', 'berhasil']","['cuma', 'sy', 'sampe', 'skrg', 'blm', 'bethasil', 'bikin', 'barcode', 'pertalite', 'tdi', 'sy', 'coba', 'lewat', 'gogle', 'chrome', 'juga', 'blm', 'ada', 'tnda', 'berhasil']","['cuma', 'sy', 'sampe', 'skrg', 'blm', 'bethasil', 'bikin', 'barcode', 'pertalite', 'td', 'sy', 'coba', 'lewat', 'gogle', 'chrome', 'juga', 'blm', 'ada', 'tnda', 'hasil']",cuma sy sampe skrg blm bethasil bikin barcode pertalite td sy coba lewat gogle chrome juga blm ada tnda hasil,negatif
e2eccb11-7123-4ade-8ad5-b3167c2d3c66,Ali Je,https://play-lh.googleusercontent.com/a-/ALV-UjUDhDwuPDRrSe8V9e2u1hlQZEkoMsKaIKuyzNWd-z40ceYiViY,bagusih tapi kurang responsif untuk kenyamanan dan kelancaran penggunaan bagi masyarakat menengah kebawah,4,0,,2025-03-20 03:15:48,"Hai, Sobat Ali. Mohon maaf atas ketidaknyamanannya dan terimakasih atas saran dan masukan yang disampaikan ya. Kami akan terus berupaya melakukan perbaikan secara pelayanan dan sistem aplikasi. Mengenai kendala tersebut, silakan sampaikan melalui sosial media Pertamina Call Center 135 seperti Instagram @pertamina.135. Tks.-Hanny PCC135",2025-03-20 06:21:21,,bagusih tapi kurang responsif untuk kenyamanan dan kelancaran penggunaan bagi masyarakat menengah kebawah,"['bagusih', 'tapi', 'kurang', 'responsif', 'untuk', 'kenyamanan', 'dan', 'kelancaran', 'penggunaan', 'bagi', 'masyarakat', 'menengah', 'kebawah']","['bagusih', 'tapi', 'kurang', 'responsif', 'kenyamanan', 'kelancaran', 'penggunaan', 'bagi', 'masyarakat', 'menengah', 'kebawah']","['bagusih', 'tap', 'kurang', 'responsif', 'nyaman', 'lancar', 'guna', 'bag', 'masyarakat', 'engah', 'bawah']",bagusih tap kurang responsif nyaman lancar guna bag masyarakat engah bawah,positif
c24a63b2-4909-47f5-8d9d-3976d79ed00b,Ahmad Alim,https://play-lh.googleusercontent.com/a-/ALV-UjVQ51VVI7rhraFW1zT4DKMEaaEGELJu9HbSoeFyZaQ1e9IglpA4,ok,5,0,4.6.8,2025-03-20 02:07:01,"Hai, Sobat Ahmad. Terimakasih telah menggunakan Aplikasi MyPertamina. Dukung terus Pertamina agar kedepannya lebih baik. Tks.-Adi PCC135",2025-03-20 02:30:02,4.6.8,ok,['ok'],['ok'],['ok'],ok,netral
